,4,6,8,12,16
0,0.6607312750022769,0.6455572136166516,0.7292124676853233,0.7679312301645683,0.7853506799218142
1,0.5881652257444765,0.6681233080080342,0.7509754606584579,0.7539865513928914,0.763356912060082
2,0.5276404117570156,0.4973455200677546,0.5457237010384871,0.5061381295863673,0.4944466233537393
3,0.6289476449694192,0.6471181263442555,0.7064566300258518,0.7462718145960753,0.7829455572136167
4,0.6746458205956852,0.6944667656563892,0.7444021311904969,0.7231635950738056,0.7043968905581274
5,0.5502873318213598,0.5430820103564507,0.5485309414593387,0.5113994850195249,0.5462075610047235
6,0.48720078193386346,0.5165552637738001,0.5037117113773233,0.5582352049637953,0.5769226407176801
7,0.582312177244711,0.591704147926037,0.6853195624410017,0.6972902437670052,0.7018546282414349
8,0.7008684546615581,0.6695207951579766,0.7188172580376478,0.7144538841690266,0.6832739185962575
9,0.7026104360154958,0.7111200421049617,0.775595054815218,0.8202662351146788,0.8260905757925114
10,0.5444334077951901,0.6390951747579989,0.6248543446503988,0.6380848239914967,0.5309975899368495
11,0.4598879377476141,0.5174900101745591,0.49523742532498904,0.5478957420322971,0.5657360355597997
12,0.4722858439335857,0.5644046960228689,0.44733872737726393,0.5121668948969328,0.519852666927886
13,0.9018912263315165,0.9255597098968422,0.890132063005841,0.7690924516119345,0.7135362704025707
14,0.7645648990801263,0.7928911214331252,0.815812298142738,0.8043492577257474,0.8099357559707714
15,0.7184505979466308,0.7378588537260193,0.7746903082340566,0.7896296846774746,0.792984559714632
16,0.535237544372994,0.5037864611203389,0.5079306899762142,0.5150545982433294,0.5506782637026588
17,0.7920810409571217,0.7966483276569732,0.7728530259365993,0.766547899746747,0.7666474543707973
18,0.7426735648188972,0.7328126377798864,0.7221988978925188,0.7375144278161716,0.7428657163501211
19,0.5363976774656973,0.6058766702360445,0.6175284164599311,0.6821521685633144,0.6838199104773434
20,0.5808349690337268,0.5628198578509138,0.5762833899479862,0.6175762355886579,0.6741998512184847
21,0.7958230872163489,0.784451123394775,0.8007426245472442,0.7584739766143326,0.7931433335435101
22,0.729913913481799,0.7240986974495175,0.7170002776984459,0.7423445382243355,0.7376012908371358
